,Unnamed: 0,[Service ID],[WSDL Address],[Service Provider],[IP Address],[Country],[IP No.],[AS],[Latitude],[Longitude]
479,479,479,http://biomoby.org/services/wsdl/ualberta.ca/BacMapGetProteinTable,2067,2502,23,1,1390,53.5248,-113.5334
480,480,480,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_Centisome_position,2067,2502,23,1,1390,53.5248,-113.5334
481,481,481,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_ReactionSubstrates,2067,2502,23,1,1390,53.5248,-113.5334
482,482,482,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_Translated_IsoelectricPoint,2067,2502,23,1,1390,53.5248,-113.5334
483,483,483,http://biomoby.org/services/wsdl/ualberta.ca/Proteus2,2067,2502,23,1,1390,53.5248,-113.5334
484,484,484,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_Mature_IsoelectricPoint,2067,2502,23,1,1390,53.5248,-113.5334
485,485,485,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_GenbankProtein,2067,2502,23,1,1390,53.5248,-113.5334
486,486,486,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_InteractingPartners,2067,2502,23,1,1390,53.5248,-113.5334
487,487,487,http://biomoby.org/services/wsdl/ualberta.ca/BacMapTextSearch,2067,2502,23,1,1390,53.5248,-113.5334
488,488,488,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_Inhibitor,2067,2502,23,1,1390,53.5248,-113.5334
489,489,489,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_Homologous_Organism,2067,2502,23,1,1390,53.5248,-113.5334
490,490,490,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_Paralogues,2067,2502,23,1,1390,53.5248,-113.5334
491,491,491,http://biomoby.org/services/wsdl/ualberta.ca/BacMapGetGenBankRecord,2067,2502,23,1,1390,53.5248,-113.5334
492,492,492,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_Operon_Components,2067,2502,23,1,1390,53.5248,-113.5334
493,493,493,http://biomoby.org/services/wsdl/ualberta.ca/Proteus,2067,2502,23,1,1390,53.5248,-113.5334
494,494,494,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_PDBid,2067,2502,23,1,1390,53.5248,-113.5334
495,495,495,http://biomoby.org/services/wsdl/ualberta.ca/PlasMapperTextMap,2067,2502,23,1,1390,53.5248,-113.5334
496,496,496,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_blattner_number,2067,2502,23,1,1390,53.5248,-113.5334
497,497,497,http://biomoby.org/services/wsdl/ualberta.ca/BacMapGetSpeciesCard,2067,2502,23,1,1390,53.5248,-113.5334
498,498,498,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_Gi,2067,2502,23,1,1390,53.5248,-113.5334
499,499,499,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDsByKeyword,2067,2502,23,1,1390,53.5248,-113.5334
500,500,500,http://biomoby.org/services/wsdl/ualberta.ca/DrugBankByName,2067,2502,23,1,1390,53.5248,-113.5334
501,501,501,http://biomoby.org/services/wsdl/ualberta.ca/getColiCardIDs_by_SpecificFunction,2067,2502,23,1,1390,53.5248,-113.5334
502,502,502,http://biomoby.org/services/wsdl/ualberta.ca/BacMapGetProteinEncodingGeneSequences,2067,2502,23,1,1390,53.5248,-113.5334
503,503,503,http://biomoby.org/services/wsdl/ualberta.ca/BacMapGetProteinSequences,2067,2502,23,1,1390,53.5248,-113.5334
504,504,504,http://biomoby.org/services/wsdl/ualberta.ca/getRNACardIDs_by_GeneName,2067,2502,23,1,1390,53.5248,-113.5334
505,505,505,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/GeneMarkHMM_Arabidopsis,707,648,23,5,415,,
506,506,506,http://www.nhcgov.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,492,2447,1,1,1371,34.2432,-78.0996
507,507,507,http://etax.nhcgov.com/Help/Services/HelpService.asmx?WSDL,492,1097,23,1,1371,34.2432,-78.0996
508,508,508,http://etax.nhcgov.com/Admin/Services/Login.asmx?WSDL,492,2447,23,1,1371,34.2432,-78.0996
509,509,509,http://www.nhcgov.com/_vti_bin/People.asmx?wsdl,492,1097,1,1,1371,34.2432,-78.0996
510,510,510,http://www.nhcgov.com/_vti_bin/Authentication.asmx?wsdl,492,2447,1,1,1371,34.2432,-78.0996
511,511,511,http://netpub.cstudies.ubc.ca/dotnet/flashgame/gameScores.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
512,512,512,http://netpub.cstudies.ubc.ca/dotnet/models/cs/webservices/HelloService.asmx?WSDL,515,1551,23,1,1195,49.2765,-123.2177
513,513,513,http://netpub.cstudies.ubc.ca/dotnet/WebServices/KlickageService.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
514,514,514,http://netpub.cstudies.ubc.ca/dotnet/webservices/chineseastrology.asmx?WSDL,515,1551,23,1,1195,49.2765,-123.2177
515,515,515,http://netpub.cstudies.ubc.ca/dotnet/WebServices/MovieService.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
516,516,516,http://netpub.cstudies.ubc.ca/dotnet/WebServices/WebService1.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
517,517,517,http://netpub.cstudies.ubc.ca/dotnet/WebServices/TimeService.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
518,518,518,http://netpub.cstudies.ubc.ca/ws01/wscs01/conversionService.asmx?WSDL,515,1551,23,1,1195,49.2765,-123.2177
519,519,519,http://netpub.cstudies.ubc.ca/dotnet/WebServices/FuelCalculator.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
520,520,520,http://netpub.cstudies.ubc.ca/dotnet/WebServices/Footer.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
521,521,521,http://netpub.cstudies.ubc.ca/dotnet/egCS01/WebServices/HelloServiceCS.asmx?WSDL,515,1551,23,1,1195,49.2765,-123.2177
522,522,522,http://netpub.cstudies.ubc.ca/dotnet/webservices/conversions.asmx?WSDL,515,1551,23,1,1195,49.2765,-123.2177
523,523,523,http://netpub.cstudies.ubc.ca/dotnet/WebServices/ServerUsageService.asmx?wsdl,515,474,23,5,317,,
524,524,524,http://netpub.cstudies.ubc.ca/dotnet/WebServices/FinancialFunctions.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
525,525,525,http://netpub.cstudies.ubc.ca/dotnet/WebServices/FinanceService.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
526,526,526,http://netpub.cstudies.ubc.ca/dotnet/WebServices/WeatherService.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
527,527,527,http://netpub.cstudies.ubc.ca/dotnet/WebServices/strings.asmx?wsdl,515,1551,23,1,1195,49.2765,-123.2177
528,528,528,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/GeneticMap2GFF,515,1551,23,1,1195,49.2765,-123.2177
529,529,529,http://www.alphamosaik.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,728,2381,23,1,1101,45.5,-73.5833
530,530,530,http://www.alphamosaik.com/_vti_bin/SharepointEmailWS.asmx?wsdl,728,2381,23,1,1101,45.5,-73.5833
531,531,531,http://www.alphamosaik.com/_vti_bin/Authentication.asmx?wsdl,728,2381,23,1,1101,45.5,-73.5833
532,532,532,http://www.alphamosaik.com/_vti_bin/People.asmx?wsdl,728,2381,23,1,1101,45.5,-73.5833
533,533,533,http://demos5.dundas.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,799,1590,23,2,450,43.6667,-79.4167
534,534,534,http://demos5.dundas.com/_vti_bin/People.asmx?wsdl,799,1590,23,2,450,43.6667,-79.4167
535,535,535,http://demos5.dundas.com/_vti_bin/Authentication.asmx?wsdl,799,1590,23,2,450,43.6667,-79.4167
536,536,536,http://www.envisionit.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,2432,158,23,2,1170,43.6,-79.65
537,537,537,http://www.envisionit.com/_vti_bin/People.asmx?wsdl,2432,158,23,2,1170,43.6,-79.65
538,538,538,http://www.envisionit.com/_vti_bin/Authentication.asmx?wsdl,2432,158,23,2,1170,43.6,-79.65
539,539,539,http://www.etfo.ca/_vti_bin/BusinessDataCatalog.asmx?wsdl,896,1321,23,0,496,43.6469,-79.3823
540,540,540,http://www.etfo.ca/_vti_bin/People.asmx?wsdl,896,1321,23,0,496,43.6469,-79.3823
541,541,541,http://www.etfo.ca/_vti_bin/Authentication.asmx?wsdl,896,1321,23,0,496,43.6469,-79.3823
542,542,542,http://home.infusionblogs.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,2282,298,23,0,1419,43.6667,-79.4167
543,543,543,http://home.infusionblogs.com/_vti_bin/People.asmx?wsdl,2282,298,23,0,1419,43.6667,-79.4167
544,544,544,http://sp.sd76.ab.ca/_vti_bin/BusinessDataCatalog.asmx?wsdl,2532,1024,23,2,1288,53.5421,-113.4989
545,545,545,http://sp.sd76.ab.ca/_vti_bin/People.asmx?wsdl,2532,1024,23,2,1288,53.5421,-113.4989
546,546,546,http://sp.sd76.ab.ca/_vti_bin/Authentication.asmx?wsdl,2532,1024,23,2,1288,53.5421,-113.4989
547,547,547,http://cisa.ca/_vti_bin/SharepointEmailWS.asmx?wsdl,1092,475,23,0,1029,49.8803,-119.5004
548,548,548,http://ws.cisa.ca/WehireWS/JobsWs.asmx?wsdl,1092,475,23,0,1029,49.8803,-119.5004
549,549,549,http://cisa.ca/_vti_bin/People.asmx?wsdl,1092,475,23,0,1029,49.8803,-119.5004
550,550,550,http://cisa.ca/_vti_bin/Authentication.asmx?wsdl,1092,475,23,0,1029,49.8803,-119.5004
551,551,551,http://support.colligo.com/_vti_bin/People.asmx?wsdl,398,843,23,0,253,29.4889,-98.3987
552,552,552,http://support.colligo.com/_vti_bin/Authentication.asmx?wsdl,398,843,23,0,253,29.4889,-98.3987
553,553,553,http://aquatic.pyr.ec.gc.ca/wqwebservices/waterquality.asmx?WSDL,2466,169,23,2,439,45.4207,-75.7023
554,554,554,http://www.cobbtax.org/Help/Services/HelpService.asmx?WSDL,1965,1756,23,2,75,34.8004,-82.3221
555,555,555,http://www.cobbtax.org/Reports/Services/RptServices.asmx?WSDL,1965,1756,23,2,75,34.8004,-82.3221
556,556,556,http://www.nsassessmentonline.ca/Admin/Services/Login.asmx?WSDL,2484,2324,23,5,1447,,
557,557,557,http://www.nsassessmentonline.ca/Help/Services/HelpService.asmx?WSDL,2484,2324,23,5,1447,,
558,558,558,http://www.admtl.com/UserControls/VEControls/Localisateur.asmx?WSDL,297,687,23,0,1586,45.4167,-75.7
559,559,559,http://m43.ensemsys.com/jboss-net/services/Version?wsdl,1261,1841,23,2,785,49.1667,-122.9667
560,560,560,http://m43.ensemsys.com/jboss-net/services/PDFCollaboration?wsdl,1261,1841,23,2,785,49.1667,-122.9667
561,561,561,http://netservice.fossware.com/Articles.asmx?wsdl,761,905,23,0,448,39.0437,-77.4875
562,562,562,http://netservice.fossware.com/ArticlesSecure.asmx?WSDL,761,905,23,0,448,39.0437,-77.4875
563,563,563,http://netservice.fossware.com/Forum.asmx?wsdl,761,905,23,0,448,39.0437,-77.4875
564,564,564,http://netservice.fossware.com/ForumSecure.asmx?wsdl,761,905,23,0,448,39.0437,-77.4875
565,565,565,http://lightswitch2.irc.nrc.ca/lightswitch/webservice/web_api.php?wsdl,1739,1068,23,1,524,45.4207,-75.7023
566,566,566,http://www.domainsbot.com/help/submission.asmx?WSDL,1845,1008,23,0,1012,49.2857,-123.1142
567,567,567,http://www.domainsbot.com/LiveService.asmx?WSDL,1845,1008,23,0,1012,49.2857,-123.1142
568,568,568,http://www.optimizationservices.org/wsdl/OScL.wsdl,192,400,23,0,116,49.2591,-123.0226
569,569,569,http://www.comriesoftware.net/WSCart/cart.asmx?WSDL,2199,37,23,1,1288,53.6199,-113.6377
570,570,570,http://www.comriesoftware.net/cshitcounter/hitcounter.asmx?WSDL,2199,37,23,1,1288,53.6199,-113.6377
571,571,571,http://icare.fairfaxcounty.gov/Help/Services/HelpService.asmx?WSDL,1769,1997,23,1,111,38.8557,-77.3616
572,572,572,http://servicesclients.rdprm.gouv.qc.ca/Diagnostic/Service/WebServiceDiagnostic.asmx?WSDL,1697,1522,23,1,108,45.5,-73.5833
573,573,573,http://bmjupdates.mcmaster.ca/cews/ceservice.asmx?WSDL,890,1056,23,1,1218,43.2604,-79.8961
574,574,574,http://216.81.11.13/whiteboxeyes/validate.asmx?WSDL,486,448,23,2,1170,60.0,-95.0
575,575,575,http://www.astrogeek.org/services/SolarSystem.asmx?WSDL,2611,2455,23,5,1547,,
576,576,576,http://canflix.com/product/AddToCartService.asmx?WSDL,1521,1375,23,5,884,,
577,577,577,http://www.championsway.net/OnlineService/CheckCCAvailability.asmx?WSDL,2600,498,23,2,272,49.25,-123.1333
578,578,578,http://new.cineplex.com/Services/AjaxServices.asmx?WSDL,1704,600,23,1,1130,43.6667,-79.4167
579,579,579,http://ws.cirquedusoleil.com/LUXOR/LuxorService.asmx?wsdl,2262,413,23,0,442,45.5652,-73.6444
580,580,580,http://www.cruiseshipcenters.ca/search.asmx?WSDL,2178,1269,23,0,620,43.5892,-79.7239
581,581,581,http://www.kamloops.cruiseshipcenters.com/search.asmx-WSDL,1272,1269,23,0,620,43.5892,-79.7239
582,582,582,http://cybertvpartner.com/tv/service.asmx?wsdl,2581,1993,23,0,551,32.9299,-96.8353
583,583,583,http://www.digitalphoto.ca/orderservice.asmx?wsdl,764,544,1,2,821,32.8795,-96.9398
584,584,584,http://epresence.tv/webservices/submitservice.asmx?WSDL,2093,2035,1,1,1287,39.0437,-77.4875
585,585,585,http://equipementsgagnon.ca/ui/s_public/datas/getProjectImages.asmx?WSDL,2691,2352,23,2,956,46.034,-73.441
586,586,586,http://greg.froh.ca/fun/random_bushism/soap/?wsdl,1008,944,23,2,599,45.4129,-75.6901
587,587,587,http://www.greenpoint.ca/update/ISAPI_LiveUpdate.dll/wsdl/IWSDLPublish,2198,1256,23,0,1170,53.55,-113.5
588,588,588,http://hcsbi.com/IntrNetAppDev/webService/service.asmx?WSDL,1188,2039,23,0,1263,33.4223,-111.8226
589,589,589,http://intool.ices.on.ca/MenuPopulating.asmx?WSDL,1439,2467,23,2,161,43.7168,-79.3998
590,590,590,http://www.jardindeprovence.ca/WebServiceFlash.asmx?wsdl,1643,1505,23,5,948,,
591,591,591,http://www.news2news.com/vfp/wsdl/webservices.WSDL,1733,130,23,2,933,43.3479,-79.7593
592,592,592,http://www.protegez-vous.ca/WebServices/WebServiceCars.asmx?WSDL,183,628,23,0,1101,45.5,-73.5833
593,593,593,http://www.saveabuck.com.au/Webservice/AutoComplete.asmx?WSDL,1364,1260,23,5,815,,
594,594,594,http://www.saveagreenback.com/Webservice/AutoComplete.asmx?WSDL,1871,215,23,0,1084,33.6119,-111.8906
595,595,595,http://www.saveapound.co.uk/Webservice/AutoComplete.asmx?WSDL,655,1454,23,0,1029,49.8803,-119.5004
596,596,596,http://demo.savian.net/SasWebServicesDemo/Service.asmx?WSDL,2558,714,23,0,1250,38.8339,-104.8214
597,597,597,http://softticket.net/ActivationServer.asmx?WSDL,2647,2074,23,0,14,51.4667,-57.7167
598,598,598,http://www.streetperfect.net/webservice/streetperfect.asmx?wsdl,2385,158,23,2,1170,43.6,-79.65
599,599,599,http://www1.ccni.cl/wsRegistroLog/ws/services/wsRegistroLog?wsdl,1839,1681,51,5,1065,,
600,600,600,http://www1.ccni.cl/WS_CIPP/services/WsCipp/wsdl/WsCipp.wsdl,1839,1681,51,5,1065,,
601,601,601,http://www7.ccni.cl/inlandTariff/ws/services/wsInlandTariff?wsdl,1839,1681,51,5,1065,,
602,602,602,http://www1.ccni.cl/adminCCNINetwork/ws/services/wsCCNINetwork?wsdl,1839,1681,51,5,1065,,
603,603,603,http://www1.ccni.cl/CCNI_WAR/services/Itinerario/wsdl/Itinerario.wsdl,1839,1681,51,5,1065,,
604,604,604,http://www7.ccni.cl/inlandTariff/ws/services/Version?wsdl,1839,1681,51,5,1065,,
605,605,605,http://www1.ccni.cl/wsGetFolioControl/ws/services/wsGetFolioControl?wsdl,1839,1681,51,5,1065,,
606,606,606,http://www7.ccni.cl/inlandTariff/ws/EchoHeaders.jws?wsdl,1839,1681,51,5,1065,,
607,607,607,http://ws.databusiness.cl/ws_frmes.asmx?WSDL,1741,1585,51,5,1009,,
608,608,608,http://ws.databusiness.cl/ws_frmsys.asmx?WSDL,1741,1585,51,5,1009,,
609,609,609,http://ws.databusiness.cl/ws_frmsy2.asmx?WSDL,1741,1585,51,5,1009,,
610,610,610,http://ws.databusiness.cl/ws_bic.asmx?WSDL,1741,1585,51,5,1009,,
611,611,611,http://www.signature.cl/sign@webservices/Core.asmx?WSDL,2156,1110,51,2,266,-33.45,-70.6667
612,612,612,http://www.vtr.cl/ws/ruu.php?wsdl,98,1297,51,2,467,-33.45,-70.6667
613,613,613,http://www.vtr.cl/ws/mtvs.php?wsdl,98,1297,51,2,467,-33.45,-70.6667
614,614,614,http://200.27.220.54/WSSNA/tps.asmx?WSDL,2545,2387,51,2,106,-33.45,-70.6667
615,615,615,http://200.72.242.111:9080/penta-ws/services/SoapManager/wsdl/SoapManager.wsdl,2620,2468,51,2,1513,-33.45,-70.6667
616,616,616,http://201.238.215.90/STGSOPws/MDisp.asmx?WSDL,426,384,51,2,480,-33.45,-70.6667
617,617,617,http://rodeo.lemontech.cl/rodeo/app/webservices.php?wsdl,774,1711,51,2,480,-33.45,-70.6667
618,618,618,http://www.liberty.cl/ColemontFusionWS/wsdl/cl/liberty/cvws/WS/StringWSColemontFusionService.wsdl,288,272,51,5,183,,
619,619,619,http://www.softdata.cl/wslme/lme.asmx?WSDL,1728,2421,51,2,350,-36.8333,-73.05
620,620,620,http://www.pulmonary-rehabilitation.com.cn/WebService/Cme.asmx?WSDL,422,379,5,5,262,,
621,621,621,http://www.pulmonary-rehabilitation.com.cn/WebService/Friend.asmx?WSDL,422,379,5,5,262,,
622,622,622,http://www.pulmonary-rehabilitation.com.cn/WebService/Feed.asmx?WSDL,422,379,5,5,262,,
623,623,623,http://www.pulmonary-rehabilitation.com.cn/WebService/Express.asmx?WSDL,422,379,5,5,262,,
624,624,624,http://www.pulmonary-rehabilitation.com.cn/WebService/Game.asmx?WSDL,422,379,5,5,262,,
625,625,625,http://www.webxml.com.cn/WebServices/IpAddressSearchWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
626,626,626,http://www.webxml.com.cn/webservices/ChinaTVprogramWebService.asmx?WSDL,1430,492,5,0,1030,32.0617,118.7778
627,627,627,http://www.webxml.com.cn/WebServices/WeatherWebService.asmx?WSDL,1430,492,5,0,1030,32.0617,118.7778
628,628,628,http://www.webxml.com.cn/WebServices/ChinaOpenFundWS.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
629,629,629,http://www.webxml.com.cn/WebServices/ExchangeRateWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
630,630,630,http://www.webxml.com.cn/WebServices/ValidateCodeWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
631,631,631,http://www.webxml.com.cn/WebServices/TraditionalSimplifiedWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
632,632,632,http://www.webxml.com.cn/WebServices/RandomFontsWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
633,633,633,http://www.webxml.com.cn/WebServices/ValidateEmailWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
634,634,634,http://www.webxml.com.cn/WebServices/ForexRmbRateWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
635,635,635,http://www.webxml.com.cn/WebServices/TranslatorWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
636,636,636,http://www.webxml.com.cn/webservices/DomesticAirline.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
637,637,637,http://www.webxml.com.cn/webservices/qqOnlineWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
638,638,638,http://www.webxml.com.cn/WebServices/ChinaStockWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
639,639,639,http://www.webxml.com.cn/webservices/ChinaStockSmallImageWS.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
640,640,640,http://www.webxml.com.cn/WebServices/ChinaZipSearchWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
641,641,641,http://www.webxml.com.cn/WebServices/MobileCodeWS.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
642,642,642,http://www.webxml.com.cn/WebServices/WeatherWS.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
643,643,643,http://www.webxml.com.cn/WebServices/StockInfoWS.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
644,644,644,http://www.webxml.com.cn/WebServices/TrainTimeWebService.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
645,645,645,http://fy.webxml.com.cn/webservices/EnglishChinese.asmx?wsdl,1430,492,5,0,1030,32.0617,118.7778
646,646,646,http://www.oceanstudio.net/_vti_bin/Authentication.asmx?wsdl,457,590,5,2,1387,24.4798,118.0819
647,647,647,http://www.oceanstudio.net/_vti_bin/People.asmx?wsdl,457,590,5,2,1387,24.4798,118.0819
648,648,648,http://www.yi-qiao.cn/WebService/QA.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
649,649,649,http://www.yi-qiao.cn/WebService/Favorite.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
650,650,650,http://www.yi-qiao.cn/WebService/Score.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
651,651,651,http://www.yi-qiao.cn/WebService/Wiki.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
652,652,652,http://www.yi-qiao.cn/WebService/File.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
653,653,653,http://www.yi-qiao.cn/WebService/Module.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
654,654,654,http://www.yi-qiao.cn/WebService/Message.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
655,655,655,http://www.yi-qiao.cn/WebService/Register.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
656,656,656,http://www.yi-qiao.cn/Lecture/WebService/Lecture.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
657,657,657,http://www.yi-qiao.cn/WebService/Group.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
658,658,658,http://www.yi-qiao.cn/WebService/Touch.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
659,659,659,http://www.yi-qiao.cn/WebService/Friend.asmx?WSDL,367,724,5,0,208,31.0456,121.3997
660,660,660,http://config.shutter.cdream.com/webservice/service/GreetingCard4Flash?wsdl,2007,553,5,0,784,35.0,105.0
661,661,661,http://config.shutter.cdream.com/webservice/service/FeeCardAddBalance4Flash?wsdl,2007,553,5,0,784,35.0,105.0
662,662,662,http://58.53.194.67/services/AddressbookService?wsdl,34,32,5,0,1387,30.5801,114.2734
663,663,663,http://58.53.194.67/services/TradeService?wsdl,34,32,5,0,1387,30.5801,114.2734
664,664,664,http://58.53.194.67/services/Version?wsdl,34,32,5,0,1387,30.5801,114.2734
665,665,665,http://58.53.194.67/services/CTCQService?wsdl,34,32,5,0,1387,30.5801,114.2734
666,666,666,http://58.53.194.67/services/MessageService?wsdl,34,32,5,0,1387,30.5801,114.2734
667,667,667,http://58.53.194.67/services/FlowService?wsdl,34,32,5,0,1387,30.5801,114.2734
668,668,668,http://58.53.194.67/services/CusAddBookService?wsdl,34,32,5,0,1387,30.5801,114.2734
669,669,669,http://58.53.194.67/services/MailService?wsdl,34,32,5,0,1387,30.5801,114.2734
670,670,670,http://japan.eleva.cn/_vti_bin/Lists.asmx?wsdl,1617,793,5,0,1243,39.9289,116.3883
671,671,671,http://search.72ec.com/WebServices/SearchWebService.asmx?wsdl,1148,2306,5,0,1454,39.9289,116.3883
672,672,672,http://soft.72ec.com/WebService/RegisterService.asmx?WSDL,1148,2306,5,0,1454,39.9289,116.3883
673,673,673,http://soft.72ec.com/WebService/ECToolsService.asmx?WSDL,1148,2306,5,0,1454,39.9289,116.3883
674,674,674,http://security.72ec.com/XRegSvr.asmx?WSDL,1148,2306,5,0,1454,39.9289,116.3883
675,675,675,http://soft.72ec.com/webservice/Ssoservice.asmx?WSDL,1148,2306,5,0,1454,39.9289,116.3883
676,676,676,http://soft.72ec.com/WebService/BIMService.asmx?WSDL,1148,2306,5,0,1454,39.9289,116.3883
677,677,677,http://manage.topfo.com/GetAuditInfo.asmx?WSDL,775,1619,5,2,1387,22.5333,114.1333
678,678,678,http://www1.topfo.com/ws/wsLoginM.asmx?WSDL,775,1619,5,2,1387,22.5333,114.1333
679,679,679,http://rz.topfo.com/webservice/UserData.asmx?WSDL,775,1619,5,2,1387,22.5333,114.1333
680,680,680,http://60.209.7.69/Lottery/WebService/HotCode.asmx?WSDL,1936,1785,5,0,840,36.6683,116.9972
681,681,681,http://60.209.7.69/account/WebService/WSCommon.asmx?WSDL,1936,1785,5,0,840,36.6683,116.9972
682,682,682,http://60.209.7.69/lottery/WebService/MultiTermBuy.asmx?WSDL,1936,1785,5,0,840,36.6683,116.9972
683,683,683,http://60.209.7.69/Lottery/WebService/quickBuy.asmx?WSDL,1936,1785,5,0,840,36.6683,116.9972
684,684,684,http://60.209.7.69/lottery/WebService/MultiBuyService.asmx?WSDL,1936,1785,5,0,840,36.6683,116.9972
685,685,685,http://60.209.7.71/Lottery/WebService/HotCode.asmx?WSDL,341,316,5,0,840,36.6683,116.9972
686,686,686,http://60.209.7.71/account/WebService/WSCommon.asmx?WSDL,341,316,5,0,840,36.6683,116.9972
687,687,687,http://60.209.7.71/Lottery/WebService/quickBuy.asmx?WSDL,341,316,5,0,840,36.6683,116.9972
688,688,688,http://60.209.7.71/lottery/WebService/MultiTermBuy.asmx?WSDL,341,316,5,0,840,36.6683,116.9972
689,689,689,http://60.209.7.71/lottery/WebService/MultiBuyService.asmx?WSDL,341,316,5,0,840,36.6683,116.9972
690,690,690,http://buy.96511.com/Lottery/WebService/HotCode.asmx?WSDL,1756,1597,5,5,1017,,
691,691,691,http://buy.96511.com/account/WebService/WSCommon.asmx?WSDL,1756,1597,5,5,1017,,
692,692,692,http://buy.96511.com/Lottery/WebService/quickBuy.asmx?WSDL,1756,1597,5,5,1017,,
693,693,693,http://buy.96511.com/Lottery/WebService/MultiBuyService.asmx?WSDL,1756,1597,5,5,1017,,
694,694,694,http://buy.96511.com/Lottery/WebService/MultiTermBuy.asmx?WSDL,1756,1597,5,5,1017,,
695,695,695,http://ws.foloda.com/wslocation.asmx?WSDL,1069,273,5,2,76,39.9289,116.3883
696,696,696,http://club.foloda.com/webservice/wsGroupTopic.asmx?WSDL,1069,273,5,2,76,39.9289,116.3883
697,697,697,http://ws.foloda.com/wsip.asmx?WSDL,1069,273,5,2,76,39.9289,116.3883
698,698,698,http://www.njfcj.gov.cn/NetOffice/WebService/PublicHouseService.asmx?WSDL,2374,2226,5,5,1391,,
699,699,699,http://www.njfcj.gov.cn/NetOffice/WebService/InterfaceService.asmx?WSDL,2374,2226,5,5,1391,,
700,700,700,http://fucai.qd.sd.cn/Lottery/WebService/HotCode.asmx?WSDL,2401,566,5,0,840,36.6683,116.9972
701,701,701,http://fucai.qd.sd.cn/account/WebService/WSCommon.asmx?WSDL,2401,566,5,0,840,36.6683,116.9972
702,702,702,http://fucai.qd.sd.cn/Lottery/WebService/MultiBuyService.asmx?WSDL,2401,566,5,0,840,36.6683,116.9972
